% Model:              FINAL.mph
% Version:            COMSOL 5.3.0.316
% Date:               Dec 9 2017, 12:47
% Dimension:          1
% Nodes:              561
% Expressions:        1
% Description:        Line graph
% cln5x                   Height
0                         0
0.0052986791458732065     4.705769858267844E-5
0.047256780759846094      4.197672338054953E-4
0.07993638363747312       7.107095137238082E-4
0.08551566936150616       7.604382936546802E-4
0.09916085776739686       8.821295369387687E-4
0.12278726884757299       0.001093071493590208
0.1426732404682326        0.0012708495056984875
0.16094519199656837       0.0014342756127875664
0.1689195865905682        0.001505644253728222
0.18259904774930746       0.0016281351931709577
0.1877134668234779        0.0016739521994253883
0.18970679725158285       0.0016918943236723042
0.1987789636186594        0.0017736311639363683
0.21002927954409795       0.0018749885485679959
0.24391388059637187       0.0021816561617413834
0.26250192015692964       0.0023507718159261597
0.2940842609833013        0.0026389549204851124
0.3023759653552218        0.0027149453683597336
0.30852481386548153       0.0027713859907134383
0.3321142936542514        0.0029886156575565513
0.34721381299504145       0.003128246744674336
0.3546787970038192        0.00319744654055072
0.37343446935355584       0.003371801191974951
0.39117439223853223       0.003537359846387577
0.4026891275410233        0.003645158032079039
0.41732948817972226       0.0037824820996657294
0.43520814493607674       0.00395113540095198
0.46330809985261995       0.004218469520381248
0.47019820232154513       0.004284441696801669
0.4704170397655747        0.004286539770272939
0.4710040434164069        0.0042921684137312835
0.4775843257206681        0.0043553477698474894
0.5071031485875357        0.004640632118020755
0.5235045913514269        0.004800461754723858
0.5392456086429693        0.004954741091461085
0.54954594167588          0.005056433137124603
0.5724596375740991        0.00528381299316182
0.5949322747366652        0.005508221214941972
0.6139193632754452        0.005699118812934301
0.619767145901063         0.005758260962236888
0.6300752270922974        0.005862911979273038
0.6666914904933328        0.006238770730607059
0.667008074187288         0.006242048426155891
0.6815216586374563        0.006392792784982831
0.6853667233507975        0.0064328922663439555
0.6874317178828382        0.006454455896200843
0.6932683050481498        0.006515510721567546
0.7237002577163583        0.006836398710743179
0.7428724563364951        0.007040754572773179
0.7439395311150797        0.007052178351796795
0.7504947556345302        0.007122471958587009
0.771555973850155         0.00735041075771142
0.7903676987668973        0.007556114360891374
0.7970271022979526        0.007629411248089899
0.7977971253081007        0.007637908766592578
0.8027374061344899        0.00769250374755013
0.8097724307172531        0.007770700964603267
0.8370074917596649        0.008075362898156123
0.8527347769510084        0.008253514715251929
0.8682018646901848        0.00843030460004965
0.8799230640955529        0.008565325916049868
0.8993203270975735        0.008790754464364298
0.9104565339423549        0.008921293105672535
0.9280463930604583        0.009129114192750892
0.9406823812205503        0.009279807831156239
0.9502208637864225        0.009394337618689484
0.9567471142981222        0.009473083911529718
0.9629807549613989        0.009548591456412719
0.976640289524921         0.009715045437628916
0.9871696267847135        0.009844344090338464
1.0041539025250563        0.010054494202508903
1.0454233734916654        0.010573421703201242
1.0611951790925347        0.010776212619411037
1.069434675118026         0.010883138448050304
1.0760577617080929        0.010969577319725997
1.0772995354600352        0.010985832462302753
1.0872694380136119        0.011116897008487767
1.0906849376661614        0.011162024609301146
1.099576912488269         0.011280054911666676
1.14674226832585          0.011919267841197703
1.1703849735021679        0.012248013708585205
1.1843141834899447        0.012444298664156873
1.2211077496072935        0.012972510758199551
1.2224976981432283        0.012992718490025316
1.2314295997066458        0.013123002098648827
1.2766075894275761        0.013800099079533973
1.292263987479419         0.014039491218264
1.31172033816417          0.014341510775755868
1.3117563429016783        0.01434207432301568
1.3119389005604367        0.014344931985376758
1.3525593731177799        0.014991761189095095
1.3835472674507796        0.015499900664009494
1.384444169458682         0.015514797469351685
1.3848832916424982        0.015522094813660172
1.4128547587561409        0.015992188758372616
1.4505673987643892        0.016647162228815102
1.4588153157104575        0.01679303936581744
1.4635140615891062        0.01687656624769749
1.4872003891757224        0.017301076038512903
1.4924148820060519        0.017395954617970954
1.5138485753354782        0.01779134009865478
1.5245398562134385        0.017991805850227152
1.5341190785561893        0.018173254430804746
1.5801223428399827        0.019068798838896533
1.5806158218350377        0.01907862214404719
1.589786663947939         0.019262215307607758
1.590369153807949         0.019273929126852572
1.6479217266360064        0.02046241509365636
1.6528647485071195        0.020568283707848408
1.6565885399092546        0.020647106980762074
1.6795970782992506        0.02114860921269359
1.6836328071666369        0.02123545875015477
1.6966917844764973        0.021519879927962664
1.7408065468598704        0.02252841379873083
1.7432407221554045        0.022585529438019374
1.7441220884882902        0.02260624769306991
1.7460120422650978        0.02265074257565676
1.749332795673867         0.022729194625311783
1.8088973069487257        0.024181317871644965
1.8116291749199143        0.024249959233507565
1.8244608664563349        0.0245747656364258
1.8373784810885385        0.02490573633141553
1.8892341026319321        0.026274648366973057
1.8996261158605559        0.02655674066593435
1.9050351757400654        0.02670459525668212
1.9135682495332298        0.026942654627881948
1.9186996057147967        0.02708688252622444
1.9496105184332024        0.02797271982778899
1.976666447609349         0.028772040103357995
2.0389064259185203        0.030695712634943487
2.0472145698020747        0.030961865792984145
2.048017053207564         0.030987686896770027
2.048702116156488         0.031009745624831112
2.0504221300675867        0.031065681765556758
2.0518111303810467        0.031110937529921043
2.0593678966191833        0.03135847032057653
2.1115214799295643        0.03312772330157684
2.114261561979145         0.03322370315083647
2.1505076260511635        0.03450996352659924
2.156333449633408         0.03472300790477548
2.1571856537060308        0.034754299583755
2.1649959522442415        0.03504234873013274
2.1790032828768187        0.03556466937725097
2.1850405380101234        0.0357928634372817
2.2073769923137254        0.036647299055077645
2.209987254305966         0.03674819426198868
2.2111779440741026        0.036794290960884206
2.223525106463372         0.037274984815151874
2.244419885658939         0.038099596446878804
2.2602531359703955        0.03873378680177118
2.278059139164709         0.03947330278746685
2.2946110976914924        0.04017057433053014
2.3037468603755684        0.04055948943086121
2.3102638956589385        0.04083941485133156
2.316521573161209         0.04111014238801736
2.3283624603175457        0.04162762464069531
2.3614546460446952        0.043109979910558045
2.4028625004278124        0.04503978583002232
2.4066732970408014        0.045220261515307586
2.4166450840879126        0.04569499958682325
2.4168261388126746        0.04570365248296052
2.4595791962413074        0.047767635584784404
2.488665589417239         0.04923001915886727
2.4899754619626546        0.0492969845998948
2.4941977565212765        0.04951349405125375
2.5098272369110908        0.05032357710148479
2.538781779490449         0.05186024985400871
2.5420204279506824        0.05203503431137174
2.552050931120118         0.05257003395511534
2.5574747844078187        0.052861053736784666
2.5628292606249112        0.05314953960031443
2.584088487748074         0.05435081493555605
2.586076069195251         0.05446303130381233
2.587511400076149         0.05454405829441738
2.587584264349127         0.054548151634632024
2.6234010021893437        0.05656631591056617
2.637873514145688         0.05738523236233918
2.6606453006014714        0.058677759276845105
2.6771972296471374        0.05960752776395034
2.704193020445843         0.06115904417651814
2.7048806805412187        0.06119913390960595
2.705531106787972         0.06123707893089256
2.7078250324985387        0.061371105155093655
2.7518794032423117        0.0640059915267324
2.7668735160839883        0.06492921232559841
2.7721651811659216        0.06525925748429282
2.7964651999013785        0.06676467452919989
2.7976492413580734        0.0668375996585183
2.8082871008455226        0.06749100282097559
2.809229142974282         0.0675487106956116
2.8104037327126132        0.06762062879182637
2.8189098357972537        0.06813619425606128
2.8415472923992806        0.06949316075665489
2.8547731840562474        0.07027579475622736
2.8746598878260325        0.07143845772167196
2.8876174407391804        0.07214932893226618
2.9200253457049388        0.07393883804214063
2.925174363204104         0.07422467875317028
2.932495987220135         0.07465012770047126
2.9535736832195827        0.07584777258821995
2.9787262862077837        0.07722421574434785
2.990974047414859         0.07787286813583784
2.9989046252892444        0.07828258382725968
3.0088752152527736        0.07878620987674494
3.0206551656306173        0.07936474561702767
3.0341343084341905        0.08000482870133888
3.060895263674013         0.08120634732396177
3.076223009505596         0.08185303319838183
3.102271856888955         0.0828827101465889
3.1244247095634603        0.08377639404688403
3.136587349604663         0.08412289308418205
3.147422533375888         0.08448989374423245
3.163684715791562         0.08498253662393984
3.188363996030479         0.08559677026171181
3.18845574144359          0.08559875364508575
3.206189767183959         0.08594039894374338
3.248664580639309         0.08642104912321662
3.2570875547679554        0.08645976565793656
3.26055292149806          0.08647025541897184
3.2620970865417767        0.086467428193946
3.283420878990156         0.08635111293964641
3.291753931170426         0.08626649631385017
3.338001674905435         0.08541113061640879
